  UID   PID  PPID   C STIME   TTY           TIME CMD
  502   685     1   0  9May20 ??         0:00.41 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  502   690     1   0  9May20 ??         0:00.57 /System/Library/CoreServices/SocialPushAgent.app/Contents/MacOS/SocialPushAgent
  502   693     1   0  9May20 ??         0:02.03 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  502   694     1   0  9May20 ??         0:11.40 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
  502   695     1   0  9May20 ??         0:29.76 2BUA8C4S2C.com.agilebits.onepassword4-helper
  502   696     1   0  9May20 ??         0:04.60 /System/Library/Image Capture/Support/icdd
  502   697     1   0  9May20 ??         0:02.02 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  502   699     1   0  9May20 ??         0:02.19 /Users/akolbasov/Library/Application Support/Spotify/SpotifyWebHelper
  502   700     1   0  9May20 ??         0:34.09 /Library/Application Support/Adobe/AdobeGCClient/AGMService -mode=logon
  502   701     1   0  9May20 ??         0:00.96 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  502   702     1   0  9May20 ??         0:10.56 /System/Library/CoreServices/cloudpaird
  502   705     1   0  9May20 ??         4:01.26 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud --showwindow=false --onOSstartup=true
  502   706     1   0  9May20 ??         0:07.77 /System/Library/CoreServices/diagnostics_agent
  502   707     1   0  9May20 ??         0:04.52 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  502   709     1   0  9May20 ??         0:02.63 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  502   710     1   0  9May20 ??         0:03.03 /Library/PrivilegedHelperTools/DisplayLink/DisplayLinkUserAgent.bundle/Contents/MacOS/DisplayLinkUserAgent
  502   712     1   0  9May20 ??         0:00.07 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  502   714     1   0  9May20 ??         0:03.05 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  502   716     1   0  9May20 ??         0:01.00 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  502   717   529   0  9May20 ??         0:09.61 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=117
  502   718     1   0  9May20 ??         0:42.92 /Applications/CalendarBar.app/Contents/MacOS/CalendarBar
  502   720   529   0  9May20 ??         0:08.75 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=126
  502   721   529   0  9May20 ??         1:32.16 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=127
  502   722     1   0  9May20 ??         0:00.96 /Applications/VMware Fusion.app/Contents/Library/VMware Fusion Start Menu.app/Contents/MacOS/VMware Fusion Start Menu
  502   723   529   0  9May20 ??         0:59.06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=127
  502   724   529   0  9May20 ??         0:08.54 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=127
  502   729   529   0  9May20 ??         0:15.67 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=127
  502   730   529   0  9May20 ??         0:09.08 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=127
  502   738   529   0  9May20 ??         0:00.71 /Applications/1Password 6.app/Contents/Library/LoginItems/2BUA8C4S2C.com.agilebits.onepassword4-helper.app/Contents/MacOS/OnePasswordNativeMessageHost chrome-extension://aomjjhallfgjeglblehebfpbcfeobpgk/
  502   739     1   0  9May20 ??       121:41.47 /System/Library/CoreServices/ReportCrash agent
    0   740     1   0  9May20 ??         0:23.34 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  502   744     1   0  9May20 ??         0:13.34 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../libs/Adobe_CCXProcess.node /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../js/main.js
  502   755     1   0  9May20 ??         0:29.60 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker -launchedbyvulcan /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../libs/Adobe_CCXProcess.node
  243   766     1   0  9May20 ??         0:00.69 /usr/libexec/nsurlstoraged --privileged
  502   768     1   0  9May20 ??         0:01.04 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/atsd
  502   770     1   0  9May20 ??         0:01.56 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  502   787     1   0  9May20 ??         0:24.27 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  502   791     1   0  9May20 ??         0:01.23 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  502   792     1   0  9May20 ??         0:18.30 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  200   793     1   0  9May20 ??         8:05.50 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
    0   795     1   0  9May20 ??         0:01.29 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
   97   796     1   0  9May20 ??         0:00.65 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  502   799     1   0  9May20 ??         0:01.02 /usr/libexec/keyboardservicesd
  502   803     1   0  9May20 ??         0:00.23 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  502   827   705   0  9May20 ??         3:20.59 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (GPU).app/Contents/MacOS/Adobe CEF Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,7594463272434568425,7212928934619466854,131072 --disable-features=AsyncWheelEvents,TouchpadAndWheelScrollLatching --no-sandbox --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.1.0.407 --lang=en-US --gpu-preferences=KAAAAAAAAAAgAAAAAAAAAAAAYAAAAAAAEAAAAAAAAAAAAAAAAAAAAOgAAAAcAAAA4AAAAAAAAADoAAAAAAAAAPAAAAAAAAAA+AAAAAAAAAAAAQAAAAAAAAgBAAAAAAAAEAEAAAAAAAAYAQAAAAAAACABAAAAAAAAKAEAAAAAAAAwAQAAAAAAADgBAAAAAAAAQAEAAAAAAABIAQAAAAAAAFABAAAAAAAAWAEAAAAAAABgAQAAAAAAAGgBAAAAAAAAcAEAAAAAAAB4AQAAAAAAAIABAAAAAAAAiAEAAAAAAACQAQAAAAAAAJgBAAAAAAAAoAEAAAAAAACoAQAAAAAAALABAAAAAAAAuAEAAAAAAAAQAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAABgAAABAAAAAAAAAAAAAAAAcAAAAQAAAAAAAAAAAAAAAIAAAAEAAAAAAAAAAAAAAACgAAABAAAAAAAAAAAAAAAAsAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAAAAAAABAAAAAAAAAAAQAAAAYAAAAQAAAAAAAAAAEAAAAHAAAAEAAAAAAAAAABAAAACAAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAAEAAAAAAAAAABAAAADQAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAAGAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAKAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAA0AAAAQAAAAAAAAAAYAAAAAAAAAEAAAAAAAAAAGAAAABgAAABAAAAAAAAAABgAAAAcAAAAQAAAAAAAAAAYAAAAIAAAAEAAAAAAAAAAGAAAACgAAABAAAAAAAAAABgAAAAsAAAAQAAAAAAAAAAYAAAANAAAA --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --service-request-channel-token=14741817962521200106
  502   838     1   0  9May20 ??         0:00.42 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  502   842     1   0  9May20 ??         0:01.46 /System/Library/PrivateFrameworks/WeatherKit.framework/Versions/A/XPCServices/com.apple.WeatherKitService.xpc/Contents/MacOS/com.apple.WeatherKitService
  502   843     1   0  9May20 ??         0:09.05 /System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu
  502   845   705   0  9May20 ??         0:25.22 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/AdobeCRDaemon.app/Contents/MacOS/AdobeCRDaemon 705 Creative Cloud 5.1 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Resources/CreativeCloud.icns /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Reporter.app/Contents/MacOS/Adobe Crash Reporter 0      5.1 5.1.0.407   Creative Cloud 1 1 1 0  8.0.5
  502   847   529   0  9May20 ??         1:07.63 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --service-sandbox-type=audio --enable-audio-service-sandbox --message-loop-type-ui --shared-files --seatbelt-client=131
  502   849     1   0  9May20 ??         0:00.30 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  502   851     1   0  9May20 ??         0:00.47 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
  502   853     1   0  9May20 ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  502   854   705   0  9May20 ??         0:03.19 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper.app/Contents/MacOS/Adobe CEF Helper --type=utility --field-trial-handle=1718379636,7594463272434568425,7212928934619466854,131072 --disable-features=AsyncWheelEvents,TouchpadAndWheelScrollLatching --lang=en-US --service-sandbox-type=network --no-sandbox --use-mock-keychain --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.1.0.407 --lang=en-US --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --service-request-channel-token=11971236128014055710
  502   856   705   0  9May20 ??         5:59.18 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Adobe CEF Helper (Renderer).app/Contents/MacOS/Adobe CEF Helper (Renderer) --type=renderer --no-sandbox --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --field-trial-handle=1718379636,7594463272434568425,7212928934619466854,131072 --disable-features=AsyncWheelEvents,TouchpadAndWheelScrollLatching --lang=en-US --log-file=/Users/akolbasov/Library/Logs/CreativeCloud/ACC/CEF.log --log-severity=warning --user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36 CreativeCloud/5.1.0.407 --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=11848681178943136532 --renderer-client-id=4 --no-v8-untrusted-code-mitigations
  502   869     1   0  9May20 ??         0:00.29 /usr/libexec/USBAgent
  502   879     1   0  9May20 ??         0:00.45 /usr/libexec/findmydevice-user-agent
  502   887     1   0  9May20 ??         0:00.33 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  502   889     1   0  9May20 ??         0:00.04 /usr/libexec/loginitemregisterd
  502   892     1   0  9May20 ??         0:00.08 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  235   893     1   0  9May20 ??         0:01.08 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
  242   895     1   0  9May20 ??         0:01.60 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.xpc/Contents/MacOS/com.apple.StreamingUnzipService
  502   896     1   0  9May20 ??         0:00.12 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.ClientFlow.ClientScripter.xpc/Contents/MacOS/com.apple.siri.ClientFlow.ClientScripter
  502   900     1   0  9May20 ??         0:02.29 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  257   902     1   0  9May20 ??         0:00.17 /usr/libexec/DataDetectorsSourceAccess
  502   904     1   0  9May20 ??         0:00.28 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
   89   906     1   0  9May20 ??         0:02.53 /usr/libexec/trustd --agent
  502   908     1   0  9May20 ??         0:24.96 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/MacOS/Core Sync
  502   909   908   0  9May20 ??         0:26.48 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/AdobeCRDaemon.app/Contents/MacOS/AdobeCRDaemon 908 Core Sync 4.3.42.4 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/Resources/CreativeCloudIcons.icns /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/Frameworks/AdobeCrashReporter.framework/Versions/A/Adobe Crash Reporter.app/Contents/MacOS/Adobe Crash Reporter 0          Adobe Sync
    0   911     1   0  9May20 ??         1:34.13 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  502   918     1   0  9May20 ??         0:01.18 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  502   921     1   0  9May20 ??         0:01.29 /System/Library/PrivateFrameworks/DistributedEvaluation.framework/Versions/A/XPCServices/com.apple.siri-distributed-evaluation.xpc/Contents/MacOS/com.apple.siri-distributed-evaluation
    0   923     1   0  9May20 ??         0:00.66 /Library/PrivilegedHelperTools/com.adobe.acc.installer.v2
    0   932     1   0  9May20 ??         0:00.31 /System/Library/PrivateFrameworks/PerformanceAnalysis.framework/Versions/A/XPCServices/com.apple.PerformanceAnalysis.animationperfd.xpc/Contents/MacOS/com.apple.PerformanceAnalysis.animationperfd
    0   959     1   0  9May20 ??         0:00.05 /System/Library/CoreServices/CrashReporterSupportHelper server-init
  502   974     1   0  9May20 ??         0:08.81 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  502   977     1   0  9May20 ??         0:10.65 cloudphotod
  502  1095     1   0  9May20 ??         0:04.26 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
  502  1106   529   0  9May20 ??        14:18.73 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/81.0.4044.129/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --field-trial-handle=1718379636,1270419140952363294,4578718367372599526,131072 --lang=en-US --extension-process --enable-auto-reload --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=61 --no-v8-untrusted-code-mitigations --shared-files --seatbelt-client=311
  502  1689     1   0  9May20 ??         0:00.03 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
  502  2489     1   0  9May20 ??         0:00.03 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
  502  2497     1   0  9May20 ??         0:02.70 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
  265  2498     1   0  9May20 ??         0:00.16 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fpsd
  502  2500     1   0  9May20 ??         0:00.18 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  502  2501     1   0  9May20 ??         0:03.39 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  502  2504     1   0  9May20 ??         0:01.18 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  502  2506     1   0  9May20 ??         0:00.06 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
  502  2507     1   0  9May20 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  502  2508     1   0  9May20 ??         1:05.57 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  502  2509     1   0  9May20 ??         0:22.18 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
  502  2512     1   0  9May20 ??         0:00.62 /usr/libexec/siriknowledged
  502  2513     1   0  9May20 ??         0:00.13 /System/Library/PrivateFrameworks/FMClient.framework/Versions/A/XPCServices/FMIPClientXPCService.xpc/Contents/MacOS/FMIPClientXPCService
  502  2518     1   0  9May20 ??         0:02.13 /usr/libexec/adprivacyd
  502  2525     1   0  9May20 ??         0:14.77 /System/Library/PrivateFrameworks/MediaConversionService.framework/Versions/A/XPCServices/com.apple.photos.ImageConversionService.xpc/Contents/MacOS/com.apple.photos.ImageConversionService
  502  2526     1   0  9May20 ??         0:07.32 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
    0  2529     1   0  9May20 ??         0:00.07 /usr/libexec/mobileactivationd
    0  2533     1   0  9May20 ??         0:00.55 /usr/libexec/tzd
  502  2534     1   0  9May20 ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  502  2535     1   0  9May20 ??         0:00.09 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  502  2536     1   0  9May20 ??         0:00.02 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  502  2537     1   0  9May20 ??         0:00.04 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
   89  2567     1   0  9May20 ??         0:00.20 /usr/sbin/distnoted agent
  502  2716     1   0  9May20 ??         0:07.18 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  265  2723     1   0  9May20 ??         0:00.75 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  502  2735     1   0  9May20 ??         0:00.11 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
    0  2754     1   0  9May20 ??         0:10.73 /usr/libexec/dprivacyd
  502  2757     1   0  9May20 ??         0:02.55 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  502  2758     1   0  9May20 ??         0:01.25 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  502  2767     1   0  9May20 ??         0:01.85 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
    0  2768     1   0  9May20 ??         0:00.29 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbstated
    0  2785     1   0  9May20 ??         0:00.02 /usr/libexec/periodic-wrapper weekly
    0  2786     1   0  9May20 ??         0:00.02 /usr/libexec/periodic-wrapper daily
  502  3026     1   0  9May20 ??         4:19.72 /Applications/Safari.app/Contents/MacOS/Safari
  502  3027     1   0  9May20 ??         0:05.40 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History
  502  3030     1   0  9May20 ??         0:55.90 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  502  3032     1   0  9May20 ??         0:00.09 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariLaunchAgent
  502  3034     1   0  9May20 ??         0:01.23 /Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
  502  3036     1   0  9May20 ??         0:01.17 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
  502  3037     1   0  9May20 ??         0:00.68 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/webinspectord
  502  3041     1   0  9May20 ??         0:11.84 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  502  3042     1   0  9May20 ??         0:02.46 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  502  3048     1   0  9May20 ??         0:05.32 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  502  3068     1   0  9May20 ??         0:00.35 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
  502  3070     1   0  9May20 ??         0:00.03 /System/Library/PrivateFrameworks/PrintingPrivate.framework/Versions/A/PrintUITool
    0  3507     1   0  9May20 ??         0:17.85 /usr/libexec/diagnosticd
  502  3583     1   0  9May20 ??         0:00.27 /usr/libexec/silhouette
  502  3745     1   0  9May20 ??         0:00.81 /usr/libexec/transparencyd
    0  3752     1   0  9May20 ??         0:00.24 /usr/bin/sysdiagnose
  502  3753     1   0  9May20 ??         0:00.57 /usr/libexec/replayd
   89  3780     1   0  9May20 ??         0:16.19 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
  502  3781     1   0  9May20 ??         0:20.75 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
    0  4020     1   0 10May20 ??         0:00.13 /usr/libexec/rapportd --system
  502  4101     1   0 10May20 ??         1:07.31 /usr/libexec/trustd --agent
    0  4505     1   0 17May20 ??         0:00.00 /usr/sbin/aslmanager -s /var/log/eventmonitor
  502  4587     1   0 17May20 ??         0:00.38 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  502  4641   705   0 17May20 ??         1:05.84 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service --waitForRegistration=true
